Poolsize& count& pmut& pxo& goal.Tools.size()& xof& fof& avg fitness& avgtime& corrects
25000 & 213 & 0.00 & 0.00 & 6 & e & a & 2.00 & 10.10s & 0\\
25000 & 213 & 0.00 & 0.00 & 6 & e & b & 2.00 & 10.10s & 0\\
25000 & 213 & 0.00 & 0.00 & 6 & e & l & 0.00 & 10.46s & 0\\
25000 & 213 & 0.00 & 0.10 & 6 & e & b & 2.00 & 10.28s & 0\\
25000 & 213 & 0.00 & 0.10 & 6 & e & a & 2.00 & 10.28s & 0\\
25000 & 213 & 0.00 & 0.10 & 6 & e & l & 0.00 & 10.52s & 0\\
25000 & 213 & 0.00 & 0.25 & 6 & e & a & 2.00 & 10.60s & 0\\
25000 & 213 & 0.00 & 0.25 & 6 & e & b & 2.00 & 10.60s & 0\\
25000 & 213 & 0.00 & 0.25 & 6 & e & l & 0.00 & 10.86s & 0\\
25000 & 213 & 0.00 & 0.50 & 6 & e & b & 2.00 & 11.00s & 0\\
25000 & 213 & 0.00 & 0.50 & 6 & e & a & 2.00 & 11.00s & 0\\
25000 & 213 & 0.00 & 0.50 & 6 & e & l & 0.00 & 11.10s & 0\\
25000 & 213 & 0.00 & 1.00 & 6 & e & a & 2.00 & 11.45s & 0\\
25000 & 213 & 0.00 & 1.00 & 6 & e & b & 2.00 & 11.45s & 0\\
25000 & 213 & 0.00 & 1.00 & 6 & e & l & 0.00 & 11.56s & 0\\
25000 & 213 & 0.05 & 0.00 & 6 & e & b & 2.00 & 10.79s & 0\\
25000 & 213 & 0.05 & 0.00 & 6 & e & a & 2.00 & 10.79s & 0\\
25000 & 213 & 0.05 & 0.00 & 6 & e & l & 0.00 & 11.23s & 0\\
25000 & 213 & 0.05 & 0.10 & 6 & e & a & 2.00 & 10.59s & 0\\
25000 & 213 & 0.05 & 0.10 & 6 & e & b & 2.00 & 10.59s & 0\\
25000 & 213 & 0.05 & 0.10 & 6 & e & l & 0.00 & 10.61s & 0\\
25000 & 213 & 0.05 & 0.25 & 6 & e & b & 2.00 & 10.72s & 0\\
25000 & 213 & 0.05 & 0.25 & 6 & e & a & 2.00 & 10.72s & 0\\
25000 & 213 & 0.05 & 0.25 & 6 & e & l & 0.00 & 10.93s & 0\\
25000 & 213 & 0.05 & 0.50 & 6 & e & a & 2.00 & 11.36s & 0\\
25000 & 213 & 0.05 & 0.50 & 6 & e & b & 2.00 & 11.36s & 0\\
25000 & 213 & 0.05 & 0.50 & 6 & e & l & 0.00 & 11.37s & 0\\
25000 & 213 & 0.05 & 1.00 & 6 & e & b & 2.00 & 11.78s & 0\\
25000 & 213 & 0.05 & 1.00 & 6 & e & a & 2.00 & 11.78s & 0\\
25000 & 213 & 0.05 & 1.00 & 6 & e & l & 0.00 & 11.94s & 0\\
25000 & 213 & 0.10 & 0.00 & 6 & e & b & 2.00 & 10.16s & 0\\
25000 & 213 & 0.10 & 0.00 & 6 & e & a & 2.00 & 10.16s & 0\\
25000 & 213 & 0.10 & 0.00 & 6 & e & l & 0.00 & 10.63s & 0\\
25000 & 213 & 0.10 & 0.10 & 6 & e & b & 2.00 & 10.50s & 0\\
25000 & 213 & 0.10 & 0.10 & 6 & e & a & 2.00 & 10.51s & 0\\
25000 & 213 & 0.10 & 0.10 & 6 & e & l & 0.00 & 10.64s & 0\\
25000 & 213 & 0.10 & 0.25 & 6 & e & a & 2.00 & 10.76s & 0\\
25000 & 213 & 0.10 & 0.25 & 6 & e & b & 2.00 & 10.76s & 0\\
25000 & 213 & 0.10 & 0.25 & 6 & e & l & 0.00 & 10.92s & 0\\
25000 & 213 & 0.10 & 0.50 & 6 & e & b & 2.00 & 11.23s & 0\\
25000 & 213 & 0.10 & 0.50 & 6 & e & a & 2.00 & 11.23s & 0\\
25000 & 213 & 0.10 & 0.50 & 6 & e & l & 0.00 & 11.25s & 0\\
25000 & 213 & 0.10 & 1.00 & 6 & e & a & 2.00 & 11.76s & 0\\
25000 & 213 & 0.10 & 1.00 & 6 & e & b & 2.00 & 11.76s & 0\\
25000 & 213 & 0.10 & 1.00 & 6 & e & l & 0.00 & 11.99s & 0\\
25000 & 213 & 0.25 & 0.00 & 6 & e & a & 2.00 & 10.29s & 0\\
25000 & 213 & 0.25 & 0.00 & 6 & e & b & 2.00 & 10.29s & 0\\
25000 & 213 & 0.25 & 0.00 & 6 & e & l & 0.00 & 10.87s & 0\\
25000 & 213 & 0.25 & 0.10 & 6 & e & a & 2.00 & 10.79s & 0\\
25000 & 213 & 0.25 & 0.10 & 6 & e & b & 2.00 & 10.79s & 0\\
25000 & 213 & 0.25 & 0.10 & 6 & e & l & 0.00 & 11.05s & 0\\
25000 & 213 & 0.25 & 0.25 & 6 & e & b & 2.00 & 11.14s & 0\\
25000 & 213 & 0.25 & 0.25 & 6 & e & a & 2.00 & 11.14s & 0\\
25000 & 213 & 0.25 & 0.25 & 6 & e & l & 0.00 & 11.13s & 0\\
25000 & 213 & 0.25 & 0.50 & 6 & e & b & 2.00 & 11.47s & 0\\
25000 & 213 & 0.25 & 0.50 & 6 & e & a & 2.00 & 11.47s & 0\\
25000 & 213 & 0.25 & 0.50 & 6 & e & l & 0.00 & 11.47s & 0\\
25000 & 213 & 0.25 & 1.00 & 6 & e & b & 2.00 & 12.11s & 0\\
25000 & 213 & 0.25 & 1.00 & 6 & e & a & 2.00 & 12.11s & 0\\
25000 & 213 & 0.25 & 1.00 & 6 & e & l & 0.00 & 12.38s & 0\\
25000 & 213 & 0.50 & 0.00 & 6 & e & a & 2.00 & 10.77s & 0\\
25000 & 213 & 0.50 & 0.00 & 6 & e & b & 2.00 & 10.77s & 0\\
25000 & 213 & 0.50 & 0.00 & 6 & e & l & 0.00 & 11.03s & 0\\
25000 & 213 & 0.50 & 0.10 & 6 & e & b & 2.00 & 11.11s & 0\\
25000 & 213 & 0.50 & 0.10 & 6 & e & a & 2.00 & 11.11s & 0\\
25000 & 213 & 0.50 & 0.10 & 6 & e & l & 0.00 & 11.18s & 0\\
25000 & 213 & 0.50 & 0.25 & 6 & e & a & 2.00 & 11.40s & 0\\
25000 & 213 & 0.50 & 0.25 & 6 & e & b & 2.00 & 11.40s & 0\\
25000 & 213 & 0.50 & 0.25 & 6 & e & l & 0.00 & 11.47s & 0\\
25000 & 213 & 0.50 & 0.50 & 6 & e & b & 2.00 & 11.92s & 0\\
25000 & 213 & 0.50 & 0.50 & 6 & e & a & 2.00 & 11.92s & 0\\
25000 & 213 & 0.50 & 0.50 & 6 & e & l & 0.00 & 11.80s & 0\\
25000 & 213 & 0.50 & 1.00 & 6 & e & a & 2.00 & 12.21s & 0\\
25000 & 213 & 0.50 & 1.00 & 6 & e & b & 2.00 & 12.21s & 0\\
