10000,222,0.75,0.10,6,s,d,0.00,2.91s,100,1
10000,222,1.00,0.10,6,s,d,0.00,2.84s,100,1
10000,222,0.75,0.25,6,s,d,0.00,3.48s,100,1
10000,222,1.00,0.25,6,s,d,0.00,3.58s,100,1
